paper_id,claim,gt_code,gt_theme,correct_rate_overall,n_total,rate_claude,rate_deepseek,rate_openai,rate_L1,rate_L2,rate_L3,rate_L4,rate_L5,stability_class
C908,CI -> BENEFITS SOFTWARE DEVELOPMENT OF LARGE-SCALE SYSTEMS,CI IS ASSOCIATED WITH SOFTWARE DEVELOPMENT BENEFITS,SOFTWARE PROCESS,0.773,150,1.0,1.0,0.32,0.733,0.733,0.8,0.867,0.733,mostly_correct
C988,INCREASES THE NUMBER OF AUTOMATED TESTS,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,QUALITY ASSURANCE,0.773,150,1.0,1.0,0.32,0.833,1.0,0.7,0.667,0.667,mostly_correct
C1005,CD DECREASES THE DEFECT REPORT,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,0.8,150,0.8,0.6,1.0,1.0,1.0,1.0,0.667,0.333,mostly_correct
C895,CI USAGE IS ASSOCIATED WITH HIGH CLASS TEST COVERAGE,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,QUALITY ASSURANCE,0.807,150,1.0,1.0,0.42,1.0,0.9,0.8,0.667,0.667,mostly_correct
C925,CI IMPROVES QUALITY,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,QUALITY ASSURANCE,0.813,150,1.0,1.0,0.44,0.733,0.667,0.667,1.0,1.0,mostly_correct
C919,CI -> IMPROVES COMMUNICATION INTRA-TEAM,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,SOFTWARE PROCESS,0.82,150,1.0,1.0,0.46,0.933,0.8,0.7,0.667,1.0,mostly_correct
C998,IMPROVE COMMUNICATION,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,SOFTWARE PROCESS,0.827,150,1.0,1.0,0.48,0.667,0.8,0.667,1.0,1.0,mostly_correct
C990,CI IS A DOMINANT FACTOR OF PULL REQUEST LATENCY.,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,0.827,150,1.0,1.0,0.48,0.7,0.867,0.9,1.0,0.667,mostly_correct
C920,CI -> IMPROVES COMMUNICATION INTER-TEAM,CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,SOFTWARE PROCESS,0.827,150,1.0,1.0,0.48,0.933,0.967,0.8,0.733,0.7,mostly_correct
C996,ENABLE  CROSS-PLATFORM TESTING,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,QUALITY ASSURANCE,0.867,150,1.0,1.0,0.6,1.0,1.0,1.0,0.667,0.667,mostly_correct
C984,MORE QUICK PATCH AND RELEASING DELIVERIES,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,SOFTWARE PROCESS,0.867,150,1.0,1.0,0.6,0.7,1.0,1.0,0.7,0.933,mostly_correct
C937,CI REDUCES THE TURNAROUND TIME FOR RESOLVING BROKEN BUILDS,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,ISSUES AND DEFECTS,0.867,150,0.6,1.0,1.0,1.0,0.667,0.667,1.0,1.0,mostly_correct
C953,"CI IS RELATED TO AN INCREASING TREND IN THE NUMBER OF ISSUES CLOSED PER TIME PERIOD,",CI IS ASSOCIATED WITH ISSUES REDUCTION,ISSUES AND DEFECTS,0.873,150,0.62,1.0,1.0,1.0,1.0,1.0,0.7,0.667,mostly_correct
C950,CI IS RELATED TO SMALL MERGE COMMITS,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,INTEGRATION PATTERNS,0.907,150,1.0,1.0,0.72,1.0,1.0,0.867,0.667,1.0,stable_correct
C975,MAKES THE TEAM LESS WORRIED ABOUT BREAKING THE BUILD,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,DEVELOPMENT ACTIVITIES,0.92,150,1.0,1.0,0.76,0.733,1.0,1.0,1.0,0.867,stable_correct
C979,CI HELPS DEPLOY MORE OFTEN,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,SOFTWARE PROCESS,0.927,150,1.0,1.0,0.78,1.0,0.9,0.9,1.0,0.833,stable_correct
C901,CI INCREASES NORMALIZED BUGS RESOLVED [OSS PROJECTS],CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,0.927,150,1.0,1.0,0.78,1.0,0.833,1.0,1.0,0.8,stable_correct
C918,TDD AND CI HELPED IN REDUCING THE TIME TO FIND AND FIX THE DEFECTS,CI IS ASSOCIATED WITH A DECREASE IN TIME TO LEAD DEFECTS,ISSUES AND DEFECTS,0.933,150,1.0,0.8,1.0,0.667,1.0,1.0,1.0,1.0,stable_correct
C976,PROJECTS THAT USE CI RELEASE MORE THAN TWICE AS OFTEN AS THOSE THAT DO NOT USE CI.,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,SOFTWARE PROCESS,0.933,150,1.0,1.0,0.8,1.0,1.0,1.0,0.667,1.0,stable_correct
C946,"SURPRISINGLY, IN 54% OF THE PROJECTS, PRS HAVE A LONGER LIFETIME AFTER ADOPTING CI",CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,0.933,150,1.0,1.0,0.8,0.667,1.0,1.0,1.0,1.0,stable_correct
C943,CORE DEVELOPERS IN TEAMS USING CI ARE ABLE TO DISCOVER SIGNIFICANTLY MORE BUGS THAN IN TEAMS NOT USING CI.,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,0.933,150,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.667,stable_correct
C923,CI IS CORRELATED TO THE PRESENCE OF TEST PRACTICE,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,QUALITY ASSURANCE,0.94,150,1.0,1.0,0.82,1.0,1.0,1.0,0.933,0.767,stable_correct
C954,THE AMOUNT (AND POTENTIALLY THE QUALITY) OF AUTOMATED TESTS SEEMS TO INCREASE,CI IS RELATED TO POSITIVE IMPACTS ON TEST PRACTICE,QUALITY ASSURANCE,0.953,150,1.0,1.0,0.86,1.0,1.0,0.767,1.0,1.0,stable_correct
C911,CONTINUOUS INTEGRATION ENABLES STEPWISE TRANSITION FROM WATERFALL TO AGILE,CI FACILITATES THE TRANSITION TO AGILE,SOFTWARE PROCESS,0.967,150,1.0,1.0,0.9,1.0,0.833,1.0,1.0,1.0,stable_correct
C983,HELPS TO REJECT PROBLEMATIC PR,CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,0.973,150,1.0,1.0,0.92,1.0,1.0,0.867,1.0,1.0,stable_correct
C971,PROJECTS THAT USE CI HAVE HIGHER CODE QUALITY,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,QUALITY ASSURANCE,0.993,150,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.967,stable_correct
C904,CD INCREASES THE THROUGHPUT PER  DEVELOPER,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,0.993,150,1.0,1.0,0.98,1.0,1.0,1.0,0.967,1.0,stable_correct
C932,CONTINUOUS INTEGRATION TECHNIQUES REQUIRE DEVELOPERS A CERTAIN LEVEL OF DISCIPLINE,CI IS ASSOCIATED WITH HUMAN CHALLENGES,DEVELOPMENT ACTIVITIES,0.993,150,1.0,1.0,0.98,1.0,1.0,0.967,1.0,1.0,stable_correct
C939,CI IMPROVES CODE QUALITY,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,QUALITY ASSURANCE,0.993,150,1.0,1.0,0.98,0.967,1.0,1.0,1.0,1.0,stable_correct
C951,CI IS RELATED TO AN INCREASE OF MERGE COMMITS,CI IS ASSOCIATED WITH A COMMIT PATTERN CHANGE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C945,"IN 73% (46/63) OF THE PROJECTS, PRS ARE MERGED FASTER BEFORE ADOPTING CI",CI IS RELATED TO NEGATIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C936,CI IMPROVES PRODUCTIVITY,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C934,CI IMPROVES AUTOMATION,CI IS ASSOCIATED WITH AN IMPROVEMENT IN PROCESS AUTOMATION,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C941,CI INCREASES DEVELOPER PRODUCTIVITY (MENTION CONTINUOUS INTEGRATION AND CONTINUOUS DEPLOYMENT AS MAJOR BUILDING BLOCKS OF AN EFFICIENT AUTOMATED LOOP COMPRISING DIFFERENT FULFILLMENT LEVELS),CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C907,CONTINUOUS INTEGRATION INCREASES THE CONFIDENCE ABOUT THE QUALITY.,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C906,CONTINUOUS INTEGRATION INCREASES DEVELOPMENT EFFICIENCY,CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C905,DUVALL’S SEVEN CORNER STONES OF CONTINUOUS INTEGRATION IS DIFFICULT TO BE APPLIED FOR EMBEDDED SYSTEMS,CI IS ASSOCIATED WITH TECHNICAL CHALLENGES,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C910,CI -> DEVELOPERS TEND TO ASSESS CODE QUALITY CONTINUOUSLY,CI IS RELATED TO AN INCREASE QUALITY ASSESSMENT,QUALITY ASSURANCE,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C915,CI INCREASES THE PROPORTION OF SUCCESSFUL BUILDS,CI IS ASSOCIATED WITH BUILD HEALTH,BUILD PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C898,"THE STUDY ALSO INDICATES THAT CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY, AS IN MANY PULL REQUESTS DEVELOPERS HAVE TO SOLVE NON-TRIVIAL CI CONFIGURATION ISSUES.",CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C894,"THE MORE CONTINUOUS INTEGRATION IS PRESENT WITHIN THE SYSTEMS DEVELOPMENT PROCESS, THE GREATER THE STAKEHOLDER SATISFACTION",CI IS ASSOCIATED WITH AN IMPROVEMENT IN SATISFACTION,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C899,CI INCREASES NORMALIZED COLLABORATION AMOUNT BETWEEN PROGRAMMERS [OSS AND PROPRIETARY PROJECTS],CI IS ASSOCIATED WITH AN INCREASE IN COOPERATION,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C933,ADDITIONAL EFFORT WAS ALSO EVIDENCED WHEN APPLY CI,CI IS ASSOCIATED WITH ADDING EXTRA COMPLEXITY,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C931,ANOTHER RECURRING PROBLEM OF CI IS THE FALSE SENSE OF CONFIDENCE,CI MAY GENERATE A FALSE SENSE OF CONFIDENCE,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C927,CI ENABLES CROSS-PLATFORM TESTING,CI IS ASSOCIATED TO MULTI-ENVIRONMENT TESTS,QUALITY ASSURANCE,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C928,CONTINUOUS INTEGRATION GIVES MORE CONFIDENCE TO PERFORM REQUIRED CODE CHANGES,CI IS ASSOCIATED WITH CONFIDENCE IMPROVEMENT,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C938,CI PROMOTES A REGULAR RELEASE CYCLE;THIS ALLOWS US TO GIVE INCREMENTAL VALUE TO THE BUSINESS FREQUENTLY AND PREDICTABLY.,CI IS RELATED TO POSITIVE IMPACTS ON RELEASE CYCLE,SOFTWARE PROCESS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C914,"CI IS A DOMINANT FACTOR OF PULL-REQUEST ACCEPTANCE AND LATENCY. (THE PULL-REQUESTS WITH CI FAILURES HAVE ABOUT 89.6% GREATER ODDS OF BEING REJECTED EVENTUALLY.; FOR PULL-REQUEST LATENCY, THE CI RUNNING TIME IS HIGHLY SIGNIFICANT AND COVERS MORE THAN 21% OF THE VARIANCE EXPLAINED.)",CI IS RELATED TO POSITIVE IMPACTS ON PULL REQUESTS LIFE-CYCLE,INTEGRATION PATTERNS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C917,TDD AND CI REDUCES THE DEFECTS COMPARING WITH NO CI,CI IS ASSOCIATED WITH DEFECTS REDUCTION,ISSUES AND DEFECTS,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C922,CI CONTRIBUTES   TO   INCREASED   DEVELOPER   PRODUCTIVITY (AS   AN  EFFECT  OF FACILITATING PARALLEL  DEVELOPMENT IN THE SAME  SOURCE   CONTEXT),CI IS RELATED TO PRODUCTIVITY AND EFFICIENCY INCREASING,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C956,THE CI ADOPTION LEADS TO A WORSENING IN THE PERCEIVED TEAM PRODUCTIVITY.,CI IS ASSOCIATED WITH A DECREASED PERCEPTION OF PRODUCTIVITY,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
C955,MAGNETISM AND STICKINESS VALUES TEND TO DROP AFTER TRAVIS CI HAS BEEN ADOPTED,CI IS ASSOCIATED WITH A DECREASE IN MAGNETISM AND RETENTION,DEVELOPMENT ACTIVITIES,1.0,150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,stable_correct
